trc4mitref_239	Greenwood, N. N.; Thompson, A. (1959) J. Chem. Soc. 3864-3867.
trc4mitref_240	Kenttamaa, J.; Tommila, E.; Martti, M. (1959) Ann. Acad. Sci. Fenn. No. 93, 1-20.
trc4mitref_241	Udovenko, V. V.; Topornina, K. P. (1959) J. Gen. Chem. USSR (Engl. Transl.) 29, 3155-3158.
trc4mitref_242	Manzhelii, V.G. (1960) Russ. J. Phys. Chem. 34(8), 882-885.
trc4mitref_243	Sumarokova, T.; Nevskaya, Y. (1960) J. Gen. Chem. USSR (Engl. Transl.) 30, 3493-3497.
trc4mitref_244	Zinoviev, A. A.; Rosolevsky, v. (1960) Zh. Neorg. Khim. 5(11), 2564-2567.
trc4mitref_245	Petersen, R. C. (1960) J. Phys. Chem. 64, 184-185.
trc4mitref_246	Toropov, A. P.; Kim, L. P. (1960) Dokl. Akad. Nauk Uz. SSR 24-29.
trc4mitref_247	Anderson, D. K.; Babb, A. L. (1961) J. Phys. Chem. 65, 1281-1283.
trc4mitref_248	Fialkov, Y. Y.; Zhikharev, V. S. (1961) Zh. Obshch. Khim. 31, 699.
trc4mitref_249	Lutskii, A. E.; Obukhova, E. M. (1961) J. Gen. Chem. USSR (Engl. Transl.) 31, 2522-2527.
trc4mitref_250	Misra, B. N.; Varshni, Y. P. (1961) J. Chem. Eng. Data 6(2), 194-196.
trc4mitref_251	Zhuravlev, E. F. (1961) Zh. Obshch. Khim. 31, 363-367.
trc4mitref_252	Ryzhkov, E. M.; Sukhotin, A. M. (1961) Zh. Fiz. Khim. 35(6), 1321-1326.
trc4mitref_253	Cowie, J. M. G.; Toporowski, P. M. (1961) Can. J. Chem. 39, 2240.
trc4mitref_254	Mikhail, S. Z.; Kimel, W. R. (1961) J. Chem. Eng. Data 6(4), 533-537.
trc4mitref_255	LeBel, R. G.; Goring, D. A. I. (1962) J. Chem. Eng. Data 7(1), 100-101.
trc4mitref_256	Karov, Z. G.; Perelman, F. M. (1962) Zh. Neorg. Khim. 7(10), 2450-2458.
